UF,Sigla,Pedido,Depósito,Título,Linguagem,Campo de Aplicação,Tipo Programa,Nome do Titular:,Nome do Autor,Nome do Procurador:,,
Ceará,IFCE,BR 51 2022 001727 0,08/07/2022,APLICATIVO ECOFARMÁCIA,OUTROS,MA-04,AP-01,"AL TECNOLOGIA DA INFORMAÇÃO EIRELI / BIOCHEMINOVA INSTITUTO DE TESTES E ANÁLISES LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANDRÉ LUIZ DE SOUZA ARAÚJO / AUZUIR RIPARDO DE ALEXANDRIA / BRUNO MARQUES SOARES / CARLOS RAVANELLI SOUSA RIOS / CRISTIANO TEIXEIRA DE OLIVEIRA / ELDER DOS SANTOS TEIXEIRA / FRANCISCO ALAN XAVIER DA MOTA / FRANCISCO LINDONJOHNSON PEIXOTO LORENÇO / GABRIEL CENI / GLENDO DE FREITAS GUIMARÃES / HENRIQUE MATIAS DE SOUZA / IGOR RAFAEL SILVA VALENTE / JOAO LUCAS DE OLIVEIRA TIMBO / JOSÉ VANDO MOREIRA DE OLIVEIRA / JOÃO PAULO GOMES BORGES / MATHEUS XAVIER ROCHA / PAULO COSTA DOS SANTOS / RAFAEL SILVA ALVES,-,,
Ceará,IFCE,BR 51 2022 001726 1,08/07/2022,SISTEMA EMBARCADO ECOFARMÁCIA,C# / JAVA SCRIPT / MYSQL / OUTROS / SQL,MA-04,AP-01,"AL TECNOLOGIA DA INFORMAÇÃO EIRELI / BIOCHEMINOVA INSTITUTO DE TESTES E ANÁLISES LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANDRÉ LUIZ DE SOUZA ARAÚJO / AUZUIR RIPARDO DE ALEXANDRIA / BRUNO MARQUES SOARES / CARLOS RAVANELLI SOUSA RIOS / CRISTIANO TEIXEIRA DE OLIVEIRA / ELDER DOS SANTOS TEIXEIRA / FRANCISCO ALAN XAVIER DA MOTA / FRANCISCO LINDONJOHNSON PEIXOTO LORENÇO / GABRIEL CENI / GLENDO DE FREITAS GUIMARÃES / HENRIQUE MATIAS DE SOUZA / IGOR RAFAEL SILVA VALENTE / JOAO LUCAS DE OLIVEIRA TIMBO / JOSÉ VANDO MOREIRA DE OLIVEIRA / JOÃO PAULO GOMES BORGES / MATHEUS XAVIER ROCHA / PAULO COSTA DOS SANTOS / RAFAEL SILVA ALVES,-,,
Ceará,IFCE,BR 51 2022 001332 0,01/06/2022,Conversão de caracteres doalfabeto Latino para o alfabeto Braille utilizando código UTF-8,OUTROS,ED-06,FA-02,"CENTRO DE PESQUISA, DESENVOLVIMENTO E INOVAÇÂO LTDA / INOVAEYE COMÉRCIO, INDÚSTRIA E SERVIÇOS TECNOLÓGICOS LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANAXÁGORAS MAIA GIRÃO / ANSELMO PARENTE MARTINS / CAIO DE ALMEIDA PESSOA / ELIAS TEODORO DA SILVA JUNIOR / ESDRAS FERREIRA SALES JÚNIOR / GLÓRIA VIRGÍNIA ALVES DOS SANTOS / JOACILLO LUZ DANTAS / JOÃO BATISTA BEZERRA FROTA / JOÃO PEDRO SALES XIMENES / JOÃO VICTOR FREITAS RODRIGUES DE SOUSA / LUCAS CUNHA DA COSTA VELHO / RODRIGO CARVALHO SOUZA COSTA / RODRIGO OLIVEIRA DE QUEIROZ / THIAGO LEAL MENEZES / TOMAZ COSTA SOARES JUNIOR / VINICIUS OLIVEIRA DA FONSECA / VINÍCIUS MENEZES MONTE,-,,
Ceará,IFCE,BR 51 2022 001318 5,31/05/2022,MIC: Algoritmo de Mitigação da Interferência Cruzada em Ambientes Inteligentes,JAVA, AH-02 / IN-01 / IN-02 / TC-04,FA-01,"FUNDAÇÃO UNIVERSIDADE ESTADUAL DO CEARÁ - FUNECE / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - IFCE",FRANCISCO ALEXANDRE ARAÚJO ROCHA / RAFAEL LOPES GOMES,-,,
Ceará,IFCE,BR 51 2022 000999 4,05/05/2022,Chatbot AE IFCE,XML,IF-07,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FRANCISCA RAQUEL DE VASCONCELOS SILVEIRA / JORDAN FERREIRA DE SOUSA / LEONARDO DE ALMEIDA FERNANDES / LEONARDO MARTINS DAS CHAGAS,-,,
Ceará,IFCE,BR 51 2022 000993 5,05/05/2022,eWHODAS,OUTROS,SD-06,AP-01,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA / UNIVERSIDADE FEDERAL DO CEARÁ",AUZUIR RIPARDO DE ALEXANDRIA / BIANCA OLIVEIRA ABREU / GABRIELA MEDEIROS DA SILVA / MARIA CAROLINE DA SILVA / NICOLAS FONTELES LEITE / SHAMYR SULYVAN DE CASTRO,-,,
Ceará,IFCE,BR 51 2022 000591 3,18/03/2022,Sistema de recomendação para detecção e classificação de sinalização vertical e horizontal por imagens com georeferenciamento.,PYTHON,TP-04," FA-01 , IA-01 , IA-02"," ATLANTA TECNOLOGIA DE INFORMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ALDÍSIO GONÇALVES MEDEIROS / ELENE FIRMEZA OHATA / FRANCISCO HÉRCULES DOS SANTOS SILVA / MARDÔNIO JÚNIOR MATOS DUARTE / PEDRO PEDROSA REBOUÇAS FILHO / SOLON ALVES PEIXOTO,-,,
Ceará,IFCE,BR 51 2022 000587 5,18/03/2022,Sofia - Sistema de Inteligência artificial para Profissionais de Nutrição,JAVA SCRIPT / OUTROS / PYTHON / RUBY,IF-02,"AP-01 , TC-04"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LANNES EMPREENDIMENTOS", LEANDRO BEZERRA MARINHO / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO PEDROSA REBOUÇAS FILHO,-,,
Ceará,IFCE,BR 51 2022 000586 7,18/03/2022,TELEMED,JAVA SCRIPY, SD-05 / SD-07,TI-01,"HERMES SERVIÇOS DE SOFTWARES LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FABIANO CARNEIRO RIBEIRO / FRANCISCO ALDINEI PEREIRA ARAGÃO / JARBAS NUNES VIDAL FILHO / RAFAEL VITOR E SILVA,-,,
Ceará,IFCE,BR 51 2022 000585 9,18/03/2022,SADMIA,PYTHON, SD-05 / SD-08," IA-01 , IA-02"," HERMES SERVIÇOS DE SOFTWARES LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FABIANO CARNEIRO RIBEIRO / FRANCISCO ALDINEI PEREIRA ARAGÃO / JARBAS NUNES VIDAL FILHO / RAFAEL VITOR E SILVA,-,,
Ceará,IFCE,BR 51 2022 000373 2,18/02/2022,Aplicativo Mobile Programa Selo Município Verde, CSS / HTML / MYSQL / OUTROS / PHP,MA-04,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FRANCISCO JAMILSON OLIVEIRA SOUZA / LEIDY DAYANE PAIVA DE ABREU / NÁJILA REJANNE ALENCAR JULIÃO CABRAL,-,,
Ceará,IFCE,BR 51 2022 000324 4,15/02/2022,On-SemSe (ONtology-Based SEMantic SEarch), CSS / HTML / PYTHON, IN-02, IA-03," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", CYNTHIA PINHEIRO SANTIAGO / DANIEL ALBUQUERQUE CARVALHO,-,,
Ceará,IFCE,BR 51 2022 000323 6,15/02/2022,Software de Monitoramento Smart Fuse, PHP / PYTHON, IN-02,SO-06,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / TP SOLUCOES EM SEGURANCA ELETRONICA EIRELI",	  ANDRÉ LUIZ CARNEIRO DE ARAÚJO / ANTÔNIO WENDELL DE OLIVEIRA RODRIGUES / BRUNNA CONCEIÇÃO DE PAULO / JOSÉ DANILO DA SILVA COUTINHO FILHO / JOÃO PEDRO BRASIL LIMA / ROGÉRIO GUERRA DIÓGENES FILHO / TIAGO DIÓGENES DE ARAÚJO,-,,
Ceará,IFCE,BR 51 2022 000150 0,26/01/2022,Desenvolvimento de sistema de telemedicina inteligente para psiquiatria,FRAMEWORK / OUTROS / PYTHON,SD-08,TC-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / KIRON TECNOLOGIA E SERVICOS MEDICOS LTDA / M2C CONSULTORIA E SOLUCOES EMPRESARIAL EIRELI", ADAILTON DOS SANTOS HOLANDA / AUZUIR RIPARDO DE ALEXANDRIA / EDSON CAVALCANTI NETO / GABRIEL TAVARES DE MELO FREITAS / ISAC DO NASCIMENTO LIRA / LEONARDO AUGUSTO NEGREIROS PARENTE CAPELA SAMPAIO / MARCELLO CARVALHO DOS REIS,-,,
Ceará,IFCE,BR 51 2021 003086 9,15/12/2021,Plataforma de Auditoria Fiscal Baseada em Motor de Inferência de Regras,JAVA, AD-09 / FN-01," AP-04 , AP-05"," GOLDEN TECHNOLOGIA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / ITEGRA TECNOLOGIA LTDA",AMANDA CONRADO PEREIRA / DARIELSON ARAÚJO DE SOUZA / RONALDO FERNANDES RAMOS / THUAN SARAIVA NABUCO,-,,
Ceará,IFCE,BR 51 2021 003057 5,09/12/2021,Sistema de rebalanceamento de estoque baseado em aprendizado de máquinas, OUTROS,AD-08,IA-01,"GERA3 SISTEMAS E AUTOMAÇÃO DE GESTÃO EIRELI / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",AJALMAR REGO DA ROCHA NETO / LUCAS SILVA DE SOUSA / MARINA BRASIL GRADVOHL / THALYSON GOMES NEPOMUCENO DA SILVA / VICTOR RIBEIRO PRATA / WELLINGTON DANTAS DE ALMEIDA,-,,
Ceará,IFCE,BR 51 2021 003056 7,09/12/2021,Sistema de recomendação de item de produto baseado em filtragem colaborativa, OUTROS,AD-10,IA-01,"GERA3 SISTEMAS E AUTOMAÇÃO DE GESTÃO EIRELI / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",AJALMAR REGO DA ROCHA NETO / LUCAS SILVA DE SOUSA / MARINA BRASIL GRADVOHL / THALYSON GOMES NEPOMUCENO DA SILVA / VICTOR RIBEIRO PRATA / WELLINGTON DANTAS DE ALMEIDA,-,,
Ceará,IFCE,BR 51 2021 003055 9,09/12/2021,API de Detecção de Atenção, OUTROS, ED-04,IA-01,"BOUTTI TREINAMENTOS E DESENVOLVIMENTO DE SOFTWARE LTDA - ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SW INFORMÁTICA TREINAMENTOS E SERVIÇOS LTDA",ANTONIO DE BARROS SERRA / CLAUDIO COSTA FORTIER / RONDINELLI MOURA MACHADO,-,,
Ceará,IFCE,BR 51 2021 003054 0,09/12/2021,Sistema H-Teaching (Portal de Vídeos), OUTROS, ED-04,IA-01,"BOUTTI TREINAMENTOS E DESENVOLVIMENTO DE SOFTWARE LTDA - ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SW INFORMÁTICA TREINAMENTOS E SERVIÇOS LTDA",ANTONIO DE BARROS SERRA / CLAUDIO COSTA FORTIER / RONDINELLI MOURA MACHADO,-,,
Ceará,IFCE,BR 51 2021 003053 2,09/12/2021,API de Reconhecimento de Emoção, OUTROS, ED-04,IA-01,"BOUTTI TREINAMENTOS E DESENVOLVIMENTO DE SOFTWARE LTDA - ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SW INFORMÁTICA TREINAMENTOS E SERVIÇOS LTDA",ANTONIO DE BARROS SERRA / CLAUDIO COSTA FORTIER / RONDINELLI MOURA MACHADO,-,,
Ceará,IFCE,BR 51 2021 003052 4,09/12/2021,Sistema de gestão e monitoramento de equipamentos de corte e solda em ambiente industrial por Internet das Coisas - i9Solda,JAVA / OUTROS / SQL,IN-05,AT-07,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MATHEUS XAVIER ROCHA 60399153314", ANTÔNIO SÁVIO SILVA OLIVEIRA / AUZUIR RIPARDO DE ALEXANDRIA / CARLOS ALBERTO SAMPAIO SALES JUNIOR / DEUSIMAR DE FREITAS MATOS / EDSON CAVALCANTI NETO / FRANCISCO ALAN XAVIER DA MOTA / FRANCISCO JOSÉ PONTES CAVALCANTE / GLENDO DE FREITAS GUIMARÃES / JOAO ISAAC SILVA MIRANDA / JOSÉ VANDO MOREIRA DE OLIVEIRA / JOÃO VIEIRA MACIEL / JÚLIO CÉSAR CAPISTRANO ESTÁCIO / LORENA BRAGA MOURA / MATHEUS XAVIER ROCHA / NILLIA SOUSA DA SILVA / RÔMULO LOPES FRUTUOSO,-,,
Ceará,IFCE,BR 51 2021 002800 7,23/11/2021,Firmware Bandeja Temi,PYTHON, SV-03,AT-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / OK ENERGY, IMPORTACAO E EXPORTACAO LTDA",ANAXÁGORAS MAIA GIRÃO / ARTUR RIBEIRO LUCENA / JOÃO BATISTA BEZERRA FROTA / LUCAS CUNHA DA COSTA VELHO / MIGUEL LEVY SILVA MESQUITA / TOMAZ COSTA SOARES JUNIOR / VINÍCIUS MENEZES MONTE,-,,
Ceará,IFCE,BR 51 2021 002492 3,22/10/2021,FIRMWARE ENDPLORA,C, SM-04,AT-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SANMINA-SCI DO BRASIL INTEGRATION LTDA", GUILHERME AMADO DELMIRO DE OLIVEIRA / JOACILLO LUZ DANTAS / JOÃO BATISTA BEZERRA FROTA / SAMUEL ALVES GADELHA / THIAGO LEAL MENEZES / TOMAZ COSTA SOARES JUNIOR / VINICIUS OLIVEIRA DA FONSECA / VINÍCIUS MENEZES MONTE,-,,
Ceará,IFCE,BR 51 2021 002491 5,22/10/2021,IHM ENDPLORA, OUTROS, SM-04,AT-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SANMINA-SCI DO BRASIL INTEGRATION LTDA",GUILHERME AMADO DELMIRO DE OLIVEIRA / JOACILLO LUZ DANTAS / JOÃO BATISTA BEZERRA FROTA / SAMUEL ALVES GADELHA / THIAGO LEAL MENEZES / TOMAZ COSTA SOARES JUNIOR / VINICIUS OLIVEIRA DA FONSECA / VINÍCIUS MENEZES MONTE,-,,
Ceará,IFCE,BR 51 2021 002378 1,07/10/2021,MITS DOPPLER,C,IN-02,TI-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA",ALEX LACERDA RAMOS / BRUNO RICCELLI DOS SANTOS SILVA / DANILO REIS DE VASCONCELOS / ELIÂNDREA VITÓRIA SOUSA MELO / FRANCISCO AURICIO GOMES SANTOS / FRANCISCO ERISNILTON SILVA FREITAS / MANOEL LOPES FILHO / ROGÉRIO GUERRA DIÓGENES FILHO / RONALDO TADEU PONTES MILFONT / THALIA ELLEN ARAUJO DO AMARAL,-,,
Ceará,IFCE,BR 51 2021 002377 3,07/10/2021,MITS Chamados, OUTROS,IN-02,TI-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA",ALEX LACERDA RAMOS / BRUNO RICCELLI DOS SANTOS SILVA / DANILO REIS DE VASCONCELOS / ELIÂNDREA VITÓRIA SOUSA MELO / FRANCISCO AURICIO GOMES SANTOS / FRANCISCO ERISNILTON SILVA FREITAS / MANOEL LOPES FILHO / ROGÉRIO GUERRA DIÓGENES FILHO / RONALDO TADEU PONTES MILFONT / THALIA ELLEN ARAUJO DO AMARAL,-,,
Ceará,IFCE,BR 51 2021 002375 7,07/10/2021,Interface Cérebro-Computador,C++,SD-01,SO-09,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCAÇÃO LTDA / SOFTBUILDER INFORMÁTICA LTDA",CIDCLEY TEIXEIRA DE SOUZA / ALYSON NORONHA BEZERRA SILVA / EDGAR MARÇAL DE BARROS FILHO / FRANCISCO WESLEY DE PAULA ALMEIDA / IAGO DA SILVA ALVES / JAGNI DASA HORTA BEZERRA / KEVINY MAGALHÃES QUEIROZ / LUCAS SEVERO MELO,-,,
Ceará,IFCE,BR 51 2021 002353 6,05/10/2021,Módulo Inteligente de identificação e registro de humor de pacientes para telemedicina em Psiquiatria,FRAMEWORK / OUTROS / PYTHON,SD-08,TC-04,"NSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / KIRON TECNOLOGIA E SERVICOS MEDICOS LTDA / M2C CONSULTORIA E SOLUÇÕES EMPRESARIAIS", ADAILTON DOS SANTOS HOLANDA / AUZUIR RIPARDO DE ALEXANDRIA / EDSON CAVALCANTI NETO / GABRIEL TAVARES DE MELO FREITAS / ISAC DO NASCIMENTO LIRA / LEONARDO AUGUSTO NEGREIROS PARENTE CAPELA SAMPAIO / MARCELLO CARVALHO DOS REIS ,-,,
Ceará,IFCE,BR 51 2021 002352 8,05/10/2021,Lemmstemize - um algoritmo de normalização de português brasileiro baseado em regras,PYTHON,IF-02,IA-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SIEMENS HEALTHINEERS",ALYSON BEZERRA NOGUEIRA RIBEIRO / FÁBIO DE ARAÚJO PEREIRA / LEVI CORDEIRO CARVALHO / LUIZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / ROMULO LOPES FRUTUOSO / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 002351 0,05/10/2021,Lemmstemize - adaptação de lematizador em pr-br para uso paralelo com TensorFlow,PYTHON,IF-02,IA-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SIEMENS HEALTHINEERS",ALYSON BEZERRA NOGUEIRA RIBEIRO / FÁBIO DE ARAÚJO PEREIRA / LEVI CORDEIRO CARVALHO / LUIZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / ROMULO LOPES FRUTUOSO / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 002350 1,05/10/2021,Lemmstemize - adaptação de stemizador em pr-br para uso paralelo com TensorFlow,PYTHON,IF-02,IA-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SIEMENS HEALTHINEERS",ALYSON BEZERRA NOGUEIRA RIBEIRO / FÁBIO DE ARAÚJO PEREIRA / LEVI CORDEIRO CARVALHO / LUIZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / ROMULO LOPES FRUTUOSO / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 002334 0,04/10/2021,Adaptação de stemizador (SnowBall) para uso paralelo com TensorFlow em pt-br,PYTHON,IF-02,IA-03," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SIEMENS HEALTHINEERS",ALYSON BEZERRA NOGUEIRA RIBEIRO / FÁBIO DE ARAÚJO PEREIRA / LEVI CORDEIRO CARVALHO / LUIZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / ROMULO LOPES FRUTUOSO / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 002332 3,04/10/2021,Adaptação de lematizador (Stanza) para uso paralelo com TensorFlow em pt-br,PYTHON,IF-02,IA-03," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / SIEMENS HEALTHINEERS", ALYSON BEZERRA NOGUEIRA RIBEIRO / FÁBIO DE ARAÚJO PEREIRA / LEVI CORDEIRO CARVALHO / LUIZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / ROMULO LOPES FRUTUOSO / SAULO MACÊDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 001313 1,16/06/2021,SisRef IFCE front end, CSS / HTML / JAVA SCRIPT,ED-06,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", JOÃO DENILSON SOUZA DOS SANTOS / PEDRO LUIS SARAIVA BARBOSA,-,,
Ceará,IFCE,BR 51 2021 001278 0,12/06/2021,Sistema de recomendação para análise do uso de cinto de segurança em imagens de trânsito,PYTHON,TP-04," FA-01 , IA-01 , IA-02","ATLANTA TECNOLOGIA DE INFORMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FRANCISCO HÉRCULES DOS SANTOS SILVA / GERALDO LUIS BEZERRA RAMALHO / MARDÔNIO JÚNIOR MATOS DUARTE / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO PEDROSA REBOUÇAS FILHO,-,,
Ceará,IFCE,BR 51 2021 001277 1,11/06/2021,Alfa Brain, JAVA / MYSQL / OUTROS,FN-06,FA-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RR ASSESSORIA, SERVIC¸OS E COBRANC¸A",ALEX LACERDA RAMOS / DANILO REIS DE VASCONCELOS / ERIK BERNARDO DA SILVA / FRANCISCO KEVEN ALMEIDA DA SILVA / RONALDO TADEU PONTES MILFONT,-,,
Ceará,IFCE,BR 51 2021 001268 2,11/06/2021,MInD - Model for Intelligence Development in Java,JAVA , CO-01 / CO-03 / ED-04 / IF-01 / IF-07 / IN-02," DS-01 , DS-04 , DS-06 , IA-01"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", RENATO LENZ COSTA LIMA,-,,
Ceará,IFCE,BR 51 2021 001257 7,10/06/2021,Ferramenta de backend do Vigilante Virtual para suprir aplicativo mobile,C / C++ / PYTHON,IF-02,IA-03 / TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA", CAIO CAMPÊLO DE MACÊDO / CARLOS MAURICIO JABORANDY DE MATTOS DOURADO JÚNIOR / GABRIEL BANDEIRA HOLANDA / HELDER BOMFIM DE MACÊDO / JOÃO WELLINGTON MENDES DE SOUZA / PEDRO PEDROSA REBOUÇAS FILHO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2021 001256 9,10/06/2021,Aplicativo Android Para Portaria Virtual Utilizando Serviços De Visão Computaciona, OUTROS,IF-02,IA-03 / TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA",CAIO CAMPÊLO DE MACÊDO / CARLOS MAURICIO JABORANDY DE MATTOS DOURADO JÚNIOR / HELDER BOMFIM DE MACÊDO / PEDRO PEDROSA REBOUÇAS FILHO / VIRGÍNIA XAVIER NUNES / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2021 001255 0,10/06/2021,Reconhecimento facial para identificação de pessoas em áreas controladas dentro do condomínio,PYTHON,IF-02," IA-01 , TC-04","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LOCKTEC TECNOLOGIA EM SEGURANÇA INTEGRADA LTDA",ALDISIO GONÇALVES MEDEIROS / CAIO CAMPÊLO DE MACÊDO / CARLOS MAURICIO JABORANDY DE MATTOS DOURADO JÚNIOR / HELDER BOMFIM DE MACÊDO / PEDRO PEDROSA REBOUÇAS FILHO / SOLON ALVES PEIXOTO / VITO CAMPÊLO DE MACÊDO,-,,
Ceará,IFCE,BR 51 2021 001170 8,31/05/2021,Firmware para aplicações em sistemas eólicos,C,EN-04,IT-02," DPM SERVIÇOS DE AUTOMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ERIC SAMIR SANTANA NOBRE / FRANCISCO TEIXEIRA NETO / IVO CARRILHO FREIRE / VICTOR DALL MASS FERNANDES,-,,
Ceará,IFCE,BR 51 2021 001168 6,31/05/2021,Algoritmo de comunicação IoT,C / PYTHON,EN-04," CD-01 , CD-04"," DDORA SISTEMAS DE INFORMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FELIPE HALMENSCHLAGER DELVAN / LEONARDO DE HOLANDA COSTA NUNES / RYLLARI RAIANNE MARQUES DE SANTANA,-,,
Ceará,IFCE,BR 51 2021 001167 8,31/05/2021,Segmentação de Pulmão,PYTHON,SD-09,TC-04," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RIO ELBA SOLUCOES DIGITAIS EIRELI ? EPP FP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / PEDRO ELIAS RIBEIRO DOS SANTOS / RENÊ RIPARDO CALIXTO / SAULO MACEDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / VALBERTO ENOC RODRIGUES DA SILVA FILHO,-,,
